Index,air_temperature,relative_humidity,net_radiation,rainfall_amount,wind_speed,wind_from_direction,net_downward_shortwave_flux,net_downward_longwave_flux,soil_moisture_content_050_min,soil_moisture_content_050_mean,soil_moisture_content_050_max,soil_moisture_content_050_sd,soil_moisture_content_200_min,soil_moisture_content_200_mean,soil_moisture_content_200_max,soil_moisture_content_200_sd,liquid_soil_water_pressure_050,liquid_soil_water_pressure_200,soil_temperature_000,soil_temperature_050,soil_temperature_100,soil_temperature_200,soil_temperature_500,latent_heat_flux_in_air,sensible_heat_flux_in_air,evapotranspiration_amount
2009-10-16,2.718,52.718,107.477,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.284,2.26,2.734,2.667,2.36,NA,NA,NA
2009-10-17,0.868,59.652,57.03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.082,0.609,0.553,-0.088,NA,NA,NA
2009-10-18,0.164,52.971,90.908,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.099,-0.157,0.259,0.175,-0.29,NA,NA,NA
2009-10-19,0.427,53.878,135.535,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.436,1.968,2.301,1.853,1.633,NA,NA,NA
2009-10-20,-0.404,69.745,128.923,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,1.137,1.554,1.374,0.492,NA,NA,NA
2009-10-21,0.963,81.088,107.175,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.065,3.039,3.326,3.271,2.813,NA,NA,NA
2009-10-22,3.318,100.292,21.957,4.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.175,4.026,4.09,4.121,3.857,NA,NA,NA
2009-10-23,5.499,75.639,65.396,0.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.735,10.744,4.439,4.319,4.579,4.712,4.264,NA,NA,NA
2009-10-24,9.03,42.735,118.549,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,203.66,7.102,7.45,7.698,7.081,7.878,NA,NA,NA
2009-10-25,10.173,48.114,125.059,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.129,9.94,10.106,9.365,9.799,NA,NA,NA
2009-10-26,9.413,50.617,121.008,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.814,8.318,8.389,8.032,7.763,NA,NA,NA
2009-10-27,8.469,30.628,120.278,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.263,7.009,7.069,6.69,6.283,NA,NA,NA
2009-10-28,12.173,21.016,110.39,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.532,8.234,8.214,8.041,7.547,NA,NA,NA
2009-10-29,12.761,24.051,118.81,0.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.167,9.746,9.841,9.562,9.415,NA,NA,NA
2009-10-30,7.179,46.137,119.376,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.263,6.756,6.745,6.585,5.797,NA,NA,NA
2009-10-31,6.094,43.622,93.696,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.795,4.194,4.099,4.344,3.062,NA,NA,NA
2009-11-01,7.12,48.898,113.151,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.039,6.671,6.507,6.323,5.594,NA,NA,NA
2009-11-02,1.281,89.077,20.279,0.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.179,1.838,2.005,2.327,1.455,NA,NA,NA
2009-11-03,1.348,62.564,103.308,1.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.675,22.541,1.619,1.188,1.109,1.288,0.82,NA,NA,NA
2009-11-04,-0.837,91.519,41.484,1.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.748,21.368,1.221,0.665,0.859,0.995,0.714,NA,NA,NA
2009-11-05,-0.764,76.951,92.407,1.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,0.079,0.337,0.293,-0.019,NA,NA,NA
2009-11-06,-0.106,88.889,29.61,1.9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702,0.099,0.456,0.784,-0.112,NA,NA,NA
2009-11-07,-0.071,79.156,101.047,1.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889,0.706,1.467,1.17,0.221,NA,NA,NA
2009-11-08,-0.141,98.199,27.648,1.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.616,19.024,1.56,1.164,1.226,1.539,0.886,NA,NA,NA
2009-11-09,-0.202,95.999,30.22,1.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.368,0.877,1.039,1.375,0.739,NA,NA,NA
2009-11-10,1.313,65.061,63,0.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127,0.886,1.455,1.238,0.729,NA,NA,NA
2009-11-11,0.445,57.555,98.779,0.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,-0.154,0.621,0.359,-0.563,NA,NA,NA
2009-11-12,2.189,55.581,68.375,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,0.942,0.925,0.743,0.437,NA,NA,NA
2009-11-13,2.761,69.266,78.257,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.367,2.618,2.616,2.565,2.123,NA,NA,NA
2009-11-14,2.466,81.119,54.107,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.746,1.803,1.845,1.91,1.6,NA,NA,NA
2009-11-15,3.746,84.066,56.484,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.541,3.659,3.626,3.623,3.5,NA,NA,NA
2009-11-16,4.594,85.724,36.853,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.294,4.365,4.37,4.364,4.353,NA,NA,NA
2009-11-17,5.179,82.761,50.428,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.208,5.299,5.542,5.288,5.415,NA,NA,NA
2009-11-18,5.118,81.582,62.909,0.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.274,4.378,4.763,4.692,4.021,NA,NA,NA
2009-11-19,6.307,47.889,91.472,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.065,4.859,5.031,4.451,3.852,NA,NA,NA
2009-11-20,7.214,43.72,72.438,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.106,4.754,4.911,4.45,4.27,NA,NA,NA
2009-11-21,7.036,42.542,86.451,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.307,5.174,5.28,4.662,4.283,NA,NA,NA
2009-11-22,3.959,56.268,68.663,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.363,2.716,2.731,2.656,1.713,NA,NA,NA
2009-11-23,4.154,68.353,85.155,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.751,4.172,4.541,4.181,3.314,NA,NA,NA
2009-11-24,6.106,64.783,43.674,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.827,3.809,4.173,4.15,3.788,NA,NA,NA
2009-11-25,4.962,52.156,86.841,0.1,NA,64.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.449,4.168,4.325,3.744,3.263,NA,NA,NA
2009-11-26,2.018,85.34,47.139,0,1.179,191.173,33.944,-36.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.304,2.072,2.227,2.369,1.857,NA,NA,NA
2009-11-27,2.077,91.649,56.046,0,0.871,157.095,40.728,-24.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.831,3.684,3.909,3.947,3.284,NA,NA,NA
2009-11-28,1.465,83.982,78.575,0,NA,58.101,55.911,-54.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,3.109,3.381,3.37,2.669,NA,NA,NA
2009-11-29,-0.064,99.777,9.451,0,NA,0,7.501,-12.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014,0.599,0.854,1.126,0.065,NA,NA,NA
2009-11-30,-0.236,102.042,5.002,0,NA,0,-4.649,-0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,0.5,0.491,0.835,0.077,NA,NA,NA
2009-12-01,-0.73,86.871,9.228,0,NA,0,-18.413,6.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849,0.599,0.548,0.982,0.614,NA,NA,NA
2009-12-02,-2.443,76.155,84.436,6.2,NA,0,4.154,-15.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,0.662,0.698,1.08,0.828,NA,NA,NA
2009-12-03,-2.181,78.659,70.464,4.2,NA,0,-6.322,-53.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628,0.459,0.635,0.782,0.872,NA,NA,NA
2009-12-04,-2.298,83.799,8.564,0,NA,0,-10.625,-10.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,0.483,0.61,0.772,0.875,NA,NA,NA
2009-12-05,-0.494,67.87,62.61,1.2,NA,0,-2.245,-48.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.517,0.533,0.691,0.861,NA,NA,NA
2009-12-06,0.427,77.248,41.78,0.9,NA,0,5.299,-19.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633,0.538,0.6,0.705,0.908,NA,NA,NA
2009-12-07,0.691,83.744,39.002,1.5,NA,0,5.322,-15.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894,0.665,0.733,0.996,0.971,NA,NA,NA
2009-12-08,-0.434,78.916,22.808,0.1,NA,0,-17.868,-10.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822,0.591,0.613,0.971,0.844,NA,NA,NA
2009-12-09,1.38,46.448,73.456,0,NA,0,-10.284,-56.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,0.527,0.552,0.889,0.794,NA,NA,NA
2009-12-10,5.236,41.557,45.642,0.6,NA,0,4.631,-40.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,0.593,0.615,0.945,0.82,NA,NA,NA
2009-12-11,0.39,53.792,62.39,0,NA,0,7.928,-44.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212,-0.647,-1.057,0.202,-0.579,NA,NA,NA
2009-12-12,-2.345,56.643,71.49,0,NA,0,5.522,-49.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.613,-1.972,-2.155,-0.913,-2.74,NA,NA,NA
2009-12-13,-5.796,73.465,39.588,0,NA,0,5.203,-27.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.047,-2.641,-2.82,-1.461,-3.015,NA,NA,NA
2009-12-14,-6.193,70.841,71.431,0,NA,20.176,-4.596,-59.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.059,-2.509,-2.239,-1.744,-1.506,NA,NA,NA
2009-12-15,-6.388,54.732,74.297,0.4,NA,51.413,13.854,-71.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.136,-0.891,0.108,-0.667,3.381,NA,NA,NA
2009-12-16,-7.179,48.889,73.475,0,NA,0,14.346,-74.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.119,-0.484,0.828,2.269,3.17,NA,NA,NA
2009-12-17,-9.164,46.045,72.248,0,NA,0,14.337,-75.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.283,-3.501,-1.671,0.24,1.299,NA,NA,NA
2009-12-18,-10.283,38.212,73.915,0,NA,0,15.303,-73.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.549,-4.669,-2.689,-0.254,0.953,NA,NA,NA
2009-12-19,-11.496,47.673,63.794,0,NA,0,17.04,-63.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.139,-5.323,-3.295,-0.666,0.767,NA,NA,NA
2009-12-20,-10.461,41.244,72.144,0,NA,0,15.342,-66.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.856,-6.132,-4.016,-1.372,0.418,NA,NA,NA
2009-12-21,-10.08,64.862,40.059,0,NA,4.004,13.885,-29.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.981,-5.744,-4.096,-1.789,0.142,NA,NA,NA
2009-12-22,-5.293,92.546,37.344,0,NA,0,7.047,2.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.917,-4.418,-3.55,-1.836,-0.104,NA,NA,NA
2009-12-23,-0.943,98.526,28.486,2.6,NA,0,-5.617,-0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.496,-3.323,-2.899,-1.682,-0.266,NA,NA,NA
2009-12-24,-0.514,101.987,7.877,0.1,NA,0,-3.987,-0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.927,-2.846,-2.577,-1.562,-0.32,NA,NA,NA
2009-12-25,0.022,89.042,8.092,14.1,NA,0,-0.978,-13.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.311,-2.461,-2.335,-1.472,-0.342,NA,NA,NA
2009-12-26,-5.231,68.905,55.989,0,NA,0,3.403,-59.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.998,-2.145,-2.117,-1.402,-0.389,NA,NA,NA
2009-12-27,-2.028,43.578,54.922,0,NA,0,-0.66,-51.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.013,-2.1,-2.072,-1.387,-0.415,NA,NA,NA
2009-12-28,-3.247,57.745,45.766,0,NA,0,7.169,-38.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.161,-2.125,-2.038,-1.344,-0.385,NA,NA,NA
2009-12-29,-2.429,66.596,60.045,0.6,NA,0,8.189,-22.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.264,-2.196,-2.055,-1.342,-0.396,NA,NA,NA
2009-12-30,-2.027,80.102,37.924,0,NA,0,6.227,-17.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,-2.237,-2.035,-1.322,-0.37,NA,NA,NA
2009-12-31,-0.335,93.876,29.695,1.4,NA,0,-2.029,7.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,-2.226,-2.02,-1.317,-0.365,NA,NA,NA
2010-01-01,-0.535,76.692,54.073,0.1,NA,0,0.264,-2.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.296,-2.2,-1.973,-1.31,-0.368,NA,NA,NA
2010-01-02,-5.08,49.188,44.475,0.1,NA,0,2.174,-45.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.352,-2.213,-1.944,-1.26,-0.322,NA,NA,NA
2010-01-03,-8.687,42.241,74.98,0,NA,0,-1.614,-72.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.719,-2.4,-2.007,-1.271,-0.373,NA,NA,NA
2010-01-04,-9.74,48.884,42.94,0,NA,0,7.002,-24.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,-2.59,-2.093,-1.239,-0.288,NA,NA,NA
2010-01-05,-7.464,59.405,64.399,0,NA,0,1.083,-46.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.063,-2.685,-2.172,-1.304,-0.359,NA,NA,NA
2010-01-06,-3.584,63.582,85.801,0,NA,0,3.861,-45.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.036,-2.715,-2.222,-1.373,-0.414,NA,NA,NA
2010-01-07,-5.028,80.376,69.858,0,NA,0,3.172,-14.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.875,-2.595,-2.142,-1.349,-0.373,NA,NA,NA
2010-01-08,-4.501,99.068,25.808,0,NA,0,-7.885,2.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.699,-2.5,-2.094,-1.345,-0.343,NA,NA,NA
2010-01-09,-1.555,95.791,21.976,0.2,NA,0,-3.705,3.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.519,-2.391,-2.037,-1.356,-0.364,NA,NA,NA
2010-01-10,-2.391,94.756,58.879,3.3,NA,0,-8.822,-8.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.418,-2.328,-2.003,-1.377,-0.405,NA,NA,NA
2010-01-11,-4.233,82.64,51.331,0.1,NA,0,6.458,-31.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.405,-2.285,-1.95,-1.338,-0.368,NA,NA,NA
2010-01-12,-4.727,92.341,53.903,0.2,NA,0,6.741,-10.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.429,-2.298,-1.953,-1.359,-0.397,NA,NA,NA
2010-01-13,-4.894,83.333,45.072,0,NA,0,5.225,-3.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.403,-2.278,-1.934,-1.352,-0.387,NA,NA,NA
2010-01-14,-4.285,87.256,74.086,1,NA,0,2.617,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.433,-2.305,-1.954,-1.396,-0.447,NA,NA,NA
2010-01-15,-2.57,63.187,82.766,0.7,NA,0,-6.514,-54.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.475,-2.332,-1.973,-1.438,-0.507,NA,NA,NA
2010-01-16,-2.892,50.646,83.63,0.1,NA,0,-3.52,-50.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.541,-2.374,-1.984,-1.436,-0.503,NA,NA,NA
2010-01-17,-2.91,68.546,60.182,0,NA,0,0.67,-29.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,-2.352,-1.961,-1.415,-0.448,NA,NA,NA
2010-01-18,-1.582,46.893,94.317,0,NA,0,-4.871,-62.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.504,-2.339,-1.954,-1.424,-0.451,NA,NA,NA
2010-01-19,-2.129,43.49,79.251,0.1,NA,0,-5.825,-55.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.556,-2.374,-1.988,-1.45,-0.509,NA,NA,NA
2010-01-20,-4.303,55.041,90.6,0,NA,0,-2.906,-58.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.625,-2.402,-1.994,-1.45,-0.512,NA,NA,NA
2010-01-21,-0.154,51.863,60.588,0,NA,0,5.549,-38.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.614,-2.414,-2.016,-1.458,-0.475,NA,NA,NA
2010-01-22,-1.945,43.859,94.812,0,NA,0,-4.616,-64.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.598,-2.399,-2.02,-1.502,-0.558,NA,NA,NA
2010-01-23,-1,40.956,97.012,0,NA,0,-3.703,-61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.676,-2.442,-2.043,-1.521,-0.579,NA,NA,NA
2010-01-24,-1.705,41.475,78.342,0,NA,0,4.45,-50.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.687,-2.442,-2.034,-1.489,-0.513,NA,NA,NA
2010-01-25,-5.967,71.27,75.408,0,NA,0,7.072,-38.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.671,-2.415,-2.006,-1.451,-0.476,NA,NA,NA
2010-01-26,-5.549,71.906,71.161,0,NA,0,9.549,-31.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.692,-2.434,-2.023,-1.475,-0.48,NA,NA,NA
2010-01-27,-3.075,41.002,89.726,0,NA,0,4.833,-54.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.722,-2.449,-2.032,-1.514,-0.513,NA,NA,NA
2010-01-28,-1.613,46.431,88.703,0,NA,0,11.96,-32.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.626,-2.429,-2.058,-1.541,-0.542,NA,NA,NA
2010-01-29,-5.854,52.512,80.689,0,NA,0,9.005,-42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.633,-2.381,-1.995,-1.5,-0.504,NA,NA,NA
2010-01-30,-6.41,50.598,78.617,0,NA,0,12.782,-45.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.675,-2.403,-2,-1.48,-0.48,NA,NA,NA
2010-01-31,-8.881,41.261,90.344,0,NA,0,-2.431,-57.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,-2.425,-2.001,-1.47,-0.467,NA,NA,NA
2010-02-01,-8.623,37.421,92.852,0,NA,0,13.962,-59.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.872,-2.512,-2.047,-1.484,-0.475,NA,NA,NA
2010-02-02,-6.527,47.235,107.085,0,NA,0,8.503,-44.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.865,-2.55,-2.106,-1.547,-0.532,NA,NA,NA
2010-02-03,-5.205,55.045,80.635,0,NA,0,1.347,-29.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.775,-2.517,-2.112,-1.581,-0.564,NA,NA,NA
2010-02-04,-3.527,63.544,99.599,0,NA,0,6.392,-52.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.811,-2.536,-2.13,-1.634,-0.615,NA,NA,NA
2010-02-05,-4.137,88.975,40.283,0,NA,0,7.085,-7.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.725,-2.491,-2.109,-1.621,-0.583,NA,NA,NA
2010-02-06,0.178,65.348,64.307,0.1,NA,0,3.243,-18.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.579,-2.416,-2.084,-1.649,-0.614,NA,NA,NA
2010-02-07,-0.758,52.477,127.435,0.1,NA,0,3.875,-52.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.514,-2.363,-2.052,-1.658,-0.657,NA,NA,NA
2010-02-08,-3.974,46.425,123.441,0,NA,0,3.198,-67.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.649,-2.411,-2.061,-1.664,-0.693,NA,NA,NA
2010-02-09,-5.835,58.38,101.006,0,NA,0,12.849,-54.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.769,-2.472,-2.076,-1.629,-0.637,NA,NA,NA
2010-02-10,-5.264,66.388,83.27,0,NA,0,17.612,-27.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.819,-2.524,-2.117,-1.638,-0.622,NA,NA,NA
2010-02-11,-6.874,68.944,89.522,0,NA,0,9.768,-24.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.746,-2.501,-2.13,-1.662,-0.654,NA,NA,NA
2010-02-12,-4.89,60.882,128.943,0,NA,0,1.549,-57.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.803,-2.533,-2.152,-1.72,-0.72,NA,NA,NA
2010-02-13,-5.202,47.734,133.454,0,NA,0,2.475,-66.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.897,-2.595,-2.191,-1.741,-0.746,NA,NA,NA
2010-02-14,-5.219,50.036,132.834,0,NA,0,3.746,-65.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.955,-2.644,-2.225,-1.756,-0.743,NA,NA,NA
2010-02-15,-5.557,50.599,136.882,0,NA,0,6.842,-63.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.974,-2.664,-2.245,-1.775,-0.75,NA,NA,NA
